SearchTeam,Season,Team,Lineup,Offense,Defense,Net,Season Possessions,Total Possessions
Miami Heat,2024,Miami Heat,Terry Rozier | Bam Adebayo | Duncan Robinson | Haywood Highsmith | Jaime Jaquez Jr.,-0.6,1.1,0.5,165,165
Miami Heat,2024,Miami Heat,Kyle Lowry | Kevin Love | Jimmy Butler | Josh Richardson | Jaime Jaquez Jr.,0.6,0,0.6,163,163
Miami Heat,2024,Miami Heat,Patty Mills | Jimmy Butler | Terry Rozier | Bam Adebayo | Nikola Jovic,-0.2,3.3,3.1,160,160
Miami Heat,2024,Miami Heat,Kevin Love | Jimmy Butler | Josh Richardson | Duncan Robinson | Jaime Jaquez Jr.,1.7,0.9,2.5,158,158
Miami Heat,2024,Miami Heat,Kyle Lowry | Kevin Love | Jimmy Butler | Bam Adebayo | Tyler Herro,-1.4,0.1,-1.2,152,152
Miami Heat,2024,Miami Heat,Bam Adebayo | Caleb Martin | Duncan Robinson | Tyler Herro | Nikola Jovic,0.7,-0.6,0.1,135,135
Miami Heat,2024,Miami Heat,Kyle Lowry | Bam Adebayo | Caleb Martin | Tyler Herro | Jaime Jaquez Jr.,-0.8,1.5,0.7,130,130
Miami Heat,2024,Miami Heat,Josh Richardson | Bam Adebayo | Caleb Martin | Tyler Herro | Jaime Jaquez Jr.,-0.4,1.1,0.8,129,129
Miami Heat,2024,Miami Heat,Patty Mills | Jimmy Butler | Caleb Martin | Nikola Jovic | Jaime Jaquez Jr.,0.4,0.8,1.2,108,108
Miami Heat,2024,Miami Heat,Jimmy Butler | Josh Richardson | Bam Adebayo | Duncan Robinson | Jaime Jaquez Jr.,1.4,0.3,1.7,106,106
Miami Heat,2024,Miami Heat,Kevin Love | Jimmy Butler | Josh Richardson | Caleb Martin | Jaime Jaquez Jr.,-0.1,0.8,0.6,105,105
Miami Heat,2024,Miami Heat,Jimmy Butler | Josh Richardson | Bam Adebayo | Caleb Martin | Tyler Herro,-2.8,0.1,-2.8,104,104
Miami Heat,2024,Miami Heat,Jimmy Butler | Terry Rozier | Bam Adebayo | Duncan Robinson | Haywood Highsmith,-0.7,0.4,-0.4,101,101
Miami Heat,2024,Miami Heat,Kyle Lowry | Jimmy Butler | Bam Adebayo | Tyler Herro | Nikola Jovic,-0.1,1.8,1.7,101,101
Miami Heat,2024,Miami Heat,Kyle Lowry | Kevin Love | Jimmy Butler | Haywood Highsmith | Jaime Jaquez Jr.,0.6,0.3,0.9,100,100
Miami Heat,2024,Miami Heat,Jimmy Butler | Bam Adebayo | Caleb Martin | Duncan Robinson | Tyler Herro,4.8,-1.6,3.2,39,120
Miami Heat,2024,Miami Heat,Kyle Lowry | Jimmy Butler | Bam Adebayo | Caleb Martin | Tyler Herro,-2.8,1.9,-0.9,14,1329
Miami Heat,2024,Miami Heat,Kyle Lowry | Bam Adebayo | Caleb Martin | Haywood Highsmith | Tyler Herro,1.2,0.2,1.4,12,109
Miami Heat,2024,Miami Heat,Kyle Lowry | Jimmy Butler | Bam Adebayo | Caleb Martin | Duncan Robinson,5.3,0.7,5.9,3,371
New York Knicks,2024,New York Knicks,OG Anunoby | Isaiah Hartenstein | Josh Hart | Jalen Brunson | Donte DiVincenzo,3.3,-0.1,3.2,1191,1191
New York Knicks,2024,New York Knicks,Julius Randle | Jalen Brunson | Mitchell Robinson | RJ Barrett | Quentin Grimes,4,1.2,5.2,932,3370
New York Knicks,2024,New York Knicks,Isaiah Hartenstein | Josh Hart | Jalen Brunson | Donte DiVincenzo | Miles McBride,9.1,0.8,9.9,855,855
New York Knicks,2024,New York Knicks,Isaiah Hartenstein | Josh Hart | Jalen Brunson | Donte DiVincenzo | Precious Achiuwa,4.3,-1.4,2.9,819,819
New York Knicks,2024,New York Knicks,Julius Randle | OG Anunoby | Isaiah Hartenstein | Jalen Brunson | Donte DiVincenzo,5.8,1.6,7.4,748,748
New York Knicks,2024,New York Knicks,Isaiah Hartenstein | Josh Hart | Donte DiVincenzo | RJ Barrett | Immanuel Quickley,-0.9,1.7,0.8,484,484
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Jalen Brunson | Donte DiVincenzo | RJ Barrett,2.6,-2.7,-0.2,434,434
New York Knicks,2024,New York Knicks,Julius Randle | Josh Hart | Jalen Brunson | Mitchell Robinson | Quentin Grimes,-3.1,0.1,-3,421,573
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Josh Hart | Jalen Brunson | Immanuel Quickley,6.8,2.5,9.3,398,804
New York Knicks,2024,New York Knicks,Josh Hart | Jalen Brunson | Donte DiVincenzo | Precious Achiuwa | Miles McBride,-1.1,-0.4,-1.5,369,369
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Josh Hart | Jalen Brunson | Donte DiVincenzo,3.4,-0.5,2.9,309,309
New York Knicks,2024,New York Knicks,Julius Randle | Josh Hart | Jalen Brunson | Mitchell Robinson | Immanuel Quickley,4.6,1,5.5,244,412
New York Knicks,2024,New York Knicks,Julius Randle | Jalen Brunson | Donte DiVincenzo | RJ Barrett | Jericho Sims,1.3,-4.4,-3.1,241,241
New York Knicks,2024,New York Knicks,Josh Hart | Jalen Brunson | Donte DiVincenzo | Precious Achiuwa | Jericho Sims,1.3,1.9,3.1,233,233
New York Knicks,2024,New York Knicks,OG Anunoby | Josh Hart | Jalen Brunson | Donte DiVincenzo | Mitchell Robinson,3.9,-1.6,2.3,216,216
New York Knicks,2024,New York Knicks,Julius Randle | Josh Hart | Jalen Brunson | Donte DiVincenzo | Mitchell Robinson,1.7,0.2,1.9,214,214
New York Knicks,2024,New York Knicks,Josh Hart | Jalen Brunson | Donte DiVincenzo | Mitchell Robinson | Miles McBride,0.8,0.8,1.5,194,194
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Josh Hart | Donte DiVincenzo | Immanuel Quickley,-0.9,1.2,0.3,180,180
New York Knicks,2024,New York Knicks,Bojan Bogdanovic | Josh Hart | Donte DiVincenzo | Precious Achiuwa | Miles McBride,-4.4,-0.3,-4.7,175,175
New York Knicks,2024,New York Knicks,Julius Randle | OG Anunoby | Isaiah Hartenstein | Josh Hart | Jalen Brunson,2.3,3.9,6.2,167,167
New York Knicks,2024,New York Knicks,Isaiah Hartenstein | Josh Hart | Donte DiVincenzo | Precious Achiuwa | Miles McBride,-1.7,-1.5,-3.2,166,166
New York Knicks,2024,New York Knicks,OG Anunoby | Josh Hart | Jalen Brunson | Quentin Grimes | Precious Achiuwa,0.4,1.7,2.1,165,165
New York Knicks,2024,New York Knicks,Alec Burks | Bojan Bogdanovic | Josh Hart | Precious Achiuwa | Miles McBride,-2.9,-1.9,-4.8,159,159
New York Knicks,2024,New York Knicks,OG Anunoby | Josh Hart | Quentin Grimes | Precious Achiuwa | Miles McBride,-1.3,2.6,1.4,159,159
New York Knicks,2024,New York Knicks,Josh Hart | Donte DiVincenzo | Precious Achiuwa | Miles McBride | Jericho Sims,-1.5,1.8,0.4,149,149
New York Knicks,2024,New York Knicks,Julius Randle | Jalen Brunson | Donte DiVincenzo | Mitchell Robinson | RJ Barrett,2.1,-0.6,1.4,149,149
New York Knicks,2024,New York Knicks,Isaiah Hartenstein | Josh Hart | RJ Barrett | Quentin Grimes | Immanuel Quickley,2.2,0.6,2.7,144,199
New York Knicks,2024,New York Knicks,Julius Randle | OG Anunoby | Isaiah Hartenstein | Donte DiVincenzo | Miles McBride,-0.7,0.6,0,135,135
New York Knicks,2024,New York Knicks,Alec Burks | Bojan Bogdanovic | Josh Hart | Miles McBride | Jericho Sims,-2.6,-0.3,-2.9,128,128
New York Knicks,2024,New York Knicks,Josh Hart | Jalen Brunson | Donte DiVincenzo | Miles McBride | Jericho Sims,-2.1,-0.6,-2.7,128,128
New York Knicks,2024,New York Knicks,OG Anunoby | Josh Hart | Jalen Brunson | Donte DiVincenzo | Precious Achiuwa,-1.7,0.5,-1.2,128,128
New York Knicks,2024,New York Knicks,Bojan Bogdanovic | Josh Hart | Jalen Brunson | Donte DiVincenzo | Precious Achiuwa,0.2,-1.9,-1.7,127,127
New York Knicks,2024,New York Knicks,Julius Randle | OG Anunoby | Jalen Brunson | Donte DiVincenzo | Jericho Sims,-0.8,-0.7,-1.4,124,124
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Josh Hart | Quentin Grimes | Immanuel Quickley,4.5,1.6,6.1,119,265
New York Knicks,2024,New York Knicks,Julius Randle | Josh Hart | Quentin Grimes | Precious Achiuwa | Miles McBride,-1.7,-1.2,-3,111,111
New York Knicks,2024,New York Knicks,Isaiah Hartenstein | Jalen Brunson | Donte DiVincenzo | Precious Achiuwa | Miles McBride,-0.3,0.2,-0.2,111,111
New York Knicks,2024,New York Knicks,Bojan Bogdanovic | Josh Hart | Donte DiVincenzo | Miles McBride | Jericho Sims,0.4,-1,-0.6,110,110
New York Knicks,2024,New York Knicks,OG Anunoby | Isaiah Hartenstein | Josh Hart | Jalen Brunson | Quentin Grimes,1.5,1.7,3.1,105,105
New York Knicks,2024,New York Knicks,Taj Gibson | Josh Hart | RJ Barrett | Quentin Grimes | Immanuel Quickley,-1.8,0,-1.8,102,102
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Josh Hart | Jalen Brunson | Quentin Grimes,4.1,-1.4,2.7,99,238
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Josh Hart | Quentin Grimes | Miles McBride,1.9,0.4,2.4,94,171
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Jalen Brunson | RJ Barrett | Immanuel Quickley,1.1,1.1,2.2,67,293
New York Knicks,2024,New York Knicks,Isaiah Hartenstein | Josh Hart | Jalen Brunson | Quentin Grimes | Immanuel Quickley,-1.1,-0.5,-1.6,56,104
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Jalen Brunson | RJ Barrett | Quentin Grimes,-4.4,-5.3,-9.6,51,463
New York Knicks,2024,New York Knicks,Julius Randle | Jalen Brunson | Mitchell Robinson | Quentin Grimes | Immanuel Quickley,-2.9,1.8,-1.1,49,692
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Josh Hart | Jalen Brunson | RJ Barrett,-1,-4.3,-5.3,45,196
New York Knicks,2024,New York Knicks,Julius Randle | Jalen Brunson | Mitchell Robinson | RJ Barrett | Immanuel Quickley,2.1,0.8,2.9,42,390
New York Knicks,2024,New York Knicks,Julius Randle | Isaiah Hartenstein | Jalen Brunson | Quentin Grimes | Immanuel Quickley,6.5,-1.2,5.3,36,486
New York Knicks,2024,New York Knicks,Julius Randle | Josh Hart | Jalen Brunson | Mitchell Robinson | RJ Barrett,1,-2.3,-1.4,31,335
New York Knicks,2024,New York Knicks,Josh Hart | Jalen Brunson | Mitchell Robinson | RJ Barrett | Immanuel Quickley,-1.4,-0.1,-1.5,5,102
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Karl-Anthony Towns | Anthony Edwards | Jaden McDaniels,3.4,2.7,6.1,3316,3620
Minnesota Timberwolves,2024,Minnesota Timberwolves,Kyle Anderson | Karl-Anthony Towns | Nickeil Alexander-Walker | Naz Reid | Anthony Edwards,-1,-3.6,-4.6,754,754
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Karl-Anthony Towns | Nickeil Alexander-Walker | Anthony Edwards,0.8,1.7,2.5,571,880
Minnesota Timberwolves,2024,Minnesota Timberwolves,Rudy Gobert | Karl-Anthony Towns | Nickeil Alexander-Walker | Anthony Edwards | Jaden McDaniels,5.9,-3.7,2.2,555,560
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Kyle Anderson | Anthony Edwards | Jaden McDaniels,-0.9,0.5,-0.4,490,1497
Minnesota Timberwolves,2024,Minnesota Timberwolves,Rudy Gobert | Kyle Anderson | Nickeil Alexander-Walker | Naz Reid | Anthony Edwards,3.1,5.2,8.3,472,472
Minnesota Timberwolves,2024,Minnesota Timberwolves,Rudy Gobert | Nickeil Alexander-Walker | Naz Reid | Anthony Edwards | Jaden McDaniels,-0.9,2.5,1.6,403,403
Minnesota Timberwolves,2024,Minnesota Timberwolves,Karl-Anthony Towns | Nickeil Alexander-Walker | Naz Reid | Anthony Edwards | Jaden McDaniels,2.9,1,3.9,331,331
Minnesota Timberwolves,2024,Minnesota Timberwolves,Kyle Anderson | Monte Morris | Nickeil Alexander-Walker | Naz Reid | Anthony Edwards,-0.3,2.3,2,225,225
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Kyle Anderson | Nickeil Alexander-Walker | Naz Reid,-1.7,0.6,-1.1,220,220
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Nickeil Alexander-Walker | Anthony Edwards | Jaden McDaniels,4.3,2.1,6.4,210,280
Minnesota Timberwolves,2024,Minnesota Timberwolves,Kyle Anderson | Karl-Anthony Towns | Jordan McLaughlin | Nickeil Alexander-Walker | Naz Reid,-4.9,3.8,-1.1,192,215
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Kyle Anderson | Karl-Anthony Towns | Anthony Edwards,-1.3,1.1,-0.2,187,325
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Karl-Anthony Towns | Naz Reid | Anthony Edwards | Jaden McDaniels,1.6,-3,-1.4,184,184
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Kyle Anderson | Jordan McLaughlin | Nickeil Alexander-Walker,-3.5,0.8,-2.7,176,188
Minnesota Timberwolves,2024,Minnesota Timberwolves,Kyle Anderson | Karl-Anthony Towns | Naz Reid | Anthony Edwards | Jaden McDaniels,2.9,1.3,4.1,170,170
Minnesota Timberwolves,2024,Minnesota Timberwolves,Kyle Anderson | Nickeil Alexander-Walker | Naz Reid | Anthony Edwards | Jaden McDaniels,-4.1,1.1,-3,158,167
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Kyle Anderson | Naz Reid | Anthony Edwards | Jaden McDaniels,-4,-1.7,-5.6,141,247
Minnesota Timberwolves,2024,Minnesota Timberwolves,Rudy Gobert | Kyle Anderson | Karl-Anthony Towns | Anthony Edwards | Jaden McDaniels,2.5,1.7,4.2,138,152
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Kyle Anderson | Karl-Anthony Towns | Anthony Edwards | Jaden McDaniels,-2.1,1.1,-1,134,163
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Kyle Anderson | Naz Reid | Anthony Edwards,-0.3,-0.4,-0.7,134,147
Minnesota Timberwolves,2024,Minnesota Timberwolves,Rudy Gobert | Kyle Anderson | Monte Morris | Nickeil Alexander-Walker | Anthony Edwards,-2.5,0.6,-2,131,131
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Kyle Anderson | Karl-Anthony Towns | Naz Reid | Anthony Edwards,-3.7,0.1,-3.6,127,131
Minnesota Timberwolves,2024,Minnesota Timberwolves,Rudy Gobert | Monte Morris | Naz Reid | Anthony Edwards | Jaden McDaniels,0.1,-0.3,-0.2,124,124
Minnesota Timberwolves,2024,Minnesota Timberwolves,Kyle Anderson | Karl-Anthony Towns | Nickeil Alexander-Walker | Anthony Edwards | Jaden McDaniels,-0.8,-0.6,-1.4,119,124
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Kyle Anderson | Shake Milton | Naz Reid,-2.4,-0.1,-2.5,113,113
Minnesota Timberwolves,2024,Minnesota Timberwolves,Kyle Anderson | Jordan McLaughlin | Nickeil Alexander-Walker | Naz Reid | Anthony Edwards,-1.7,-0.9,-2.6,107,107
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Kyle Anderson | Jordan McLaughlin | Nickeil Alexander-Walker | Naz Reid,1.6,1.4,3,105,105
Minnesota Timberwolves,2024,Minnesota Timberwolves,Rudy Gobert | Kyle Anderson | Naz Reid | Anthony Edwards | Jaden McDaniels,-2.3,0.6,-1.7,95,108
Minnesota Timberwolves,2024,Minnesota Timberwolves,Rudy Gobert | Kyle Anderson | Karl-Anthony Towns | Nickeil Alexander-Walker | Anthony Edwards,-2.3,-1.7,-4.1,91,120
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Kyle Anderson | Nickeil Alexander-Walker | Anthony Edwards,1.8,0.1,1.9,81,208
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Nickeil Alexander-Walker | Naz Reid | Anthony Edwards | Jaden McDaniels,-3.8,-1.8,-5.6,79,129
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Kyle Anderson | Karl-Anthony Towns | Nickeil Alexander-Walker | Anthony Edwards,1.4,1.9,3.2,77,154
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Kyle Anderson | Nickeil Alexander-Walker | Jaden McDaniels,0.4,-0.3,0.1,71,140
Minnesota Timberwolves,2024,Minnesota Timberwolves,Mike Conley | Rudy Gobert | Kyle Anderson | Karl-Anthony Towns | Jaden McDaniels,2.1,-1.1,1,49,103
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Alex Caruso | Coby White | Ayo Dosunmu,-4.4,3,-1.4,1889,2111
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Zach LaVine | Alex Caruso | Coby White,-3.3,-1.5,-4.8,917,1249
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Alex Caruso | Coby White | Patrick Williams,0.4,2.2,2.6,617,695
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Coby White | Patrick Williams | Ayo Dosunmu,-0.8,1.2,0.4,551,786
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Zach LaVine | Coby White | Patrick Williams,4.5,-4.6,-0.2,490,956
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Zach LaVine | Torrey Craig | Coby White,-5.2,-3.6,-8.7,396,396
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Torrey Craig | Coby White | Ayo Dosunmu,-0.7,-3.6,-4.3,355,355
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Andre Drummond | Coby White | Ayo Dosunmu,-1.5,-1.1,-2.6,286,286
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Alex Caruso | Coby White | Javonte Green,5.4,0.5,5.9,269,365
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Alex Caruso | Coby White | Ayo Dosunmu,0.5,0.1,0.6,252,309
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Alex Caruso | Torrey Craig | Ayo Dosunmu,0.2,-2.2,-2,247,247
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Alex Caruso | Coby White | Patrick Williams,-3,0.6,-2.3,243,249
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Torrey Craig | Jevon Carter | Ayo Dosunmu,-5.5,-0.7,-6.3,236,236
Chicago Bulls,2024,Chicago Bulls,Nikola Vucevic | Zach LaVine | Torrey Craig | Coby White | Patrick Williams,-2.1,1.3,-0.8,162,162
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Coby White | Javonte Green | Ayo Dosunmu,2.7,-2.8,-0.1,152,478
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Andre Drummond | Alex Caruso | Coby White,2.1,0.5,2.6,148,148
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Alex Caruso | Jevon Carter | Coby White,-2.2,0.3,-1.8,144,144
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Alex Caruso | Ayo Dosunmu | Dalen Terry,-1.6,1.3,-0.3,143,143
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Alex Caruso | Jevon Carter | Dalen Terry,0.7,0.1,0.8,137,137
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Alex Caruso | Jevon Carter | Patrick Williams,-0.7,0.7,0,130,130
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Alex Caruso | Torrey Craig | Coby White,1.6,-0.1,1.5,125,125
Chicago Bulls,2024,Chicago Bulls,Nikola Vucevic | Alex Caruso | Coby White | Patrick Williams | Ayo Dosunmu,-4.5,-1.1,-5.5,120,194
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Alex Caruso | Jevon Carter | Ayo Dosunmu,0.8,-1.2,-0.4,119,119
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Jevon Carter | Patrick Williams | Ayo Dosunmu,2.6,-1.1,1.4,115,115
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Jevon Carter | Ayo Dosunmu | Dalen Terry,-0.8,-0.1,-1,109,109
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Jevon Carter | Coby White | Patrick Williams,1.8,-1.8,0.1,108,108
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Alex Caruso | Torrey Craig | Jevon Carter,-1,-0.8,-1.8,101,101
Chicago Bulls,2024,Chicago Bulls,Nikola Vucevic | Zach LaVine | Coby White | Patrick Williams | Ayo Dosunmu,-6.2,0.2,-6,97,793
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Andre Drummond | Coby White | Patrick Williams | Ayo Dosunmu,0.2,0.4,0.6,91,630
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Alex Caruso | Javonte Green | Ayo Dosunmu,2.3,-1,1.2,73,236
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Zach LaVine | Patrick Williams | Ayo Dosunmu,-1.9,0.4,-1.5,72,2715
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Zach LaVine | Alex Caruso | Ayo Dosunmu,-1,-1.9,-2.9,66,855
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Zach LaVine | Alex Caruso | Patrick Williams,1,0.1,1.1,36,1237
Chicago Bulls,2024,Chicago Bulls,DeMar DeRozan | Nikola Vucevic | Alex Caruso | Patrick Williams | Ayo Dosunmu,-5,-0.7,-5.7,15,348
Chicago Bulls,2024,Chicago Bulls,Andre Drummond | Zach LaVine | Coby White | Patrick Williams | Ayo Dosunmu,-1.3,-1.6,-2.8,12,171
Chicago Bulls,2024,Chicago Bulls,Nikola Vucevic | Zach LaVine | Alex Caruso | Patrick Williams | Ayo Dosunmu,-0.1,-0.4,-0.5,10,456
Chicago Bulls,2024,Chicago Bulls,Nikola Vucevic | Zach LaVine | Alex Caruso | Coby White | Ayo Dosunmu,-0.4,-0.2,-0.6,2,101
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Derrick Jones Jr. | P.J. Washington | Luka Doncic | Daniel Gafford,0.9,2.6,3.6,1623,1623
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Derrick Jones Jr. | P.J. Washington | Luka Doncic | Dereck Lively II,2.7,1.6,4.3,611,611
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | P.J. Washington | Luka Doncic | Josh Green | Dereck Lively II,7.3,-1,6.3,604,604
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | P.J. Washington | Luka Doncic | Daniel Gafford | Josh Green,-3,-1,-4,298,298
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Derrick Jones Jr. | Luka Doncic | Josh Green | Dereck Lively II,1.2,1.5,2.7,277,277
Dallas Mavericks,2024,Dallas Mavericks,Tim Hardaway Jr. | Luka Doncic | Grant Williams | Josh Green | Dereck Lively II,2.2,-1.9,0.4,254,254
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Derrick Jones Jr. | Maxi Kleber | P.J. Washington | Luka Doncic,1.5,1.3,2.8,217,217
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Derrick Jones Jr. | Maxi Kleber | Luka Doncic | Josh Green,3.2,1.1,4.4,211,211
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Tim Hardaway Jr. | Maxi Kleber | P.J. Washington | Luka Doncic,-0.9,2.8,1.9,207,207
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Maxi Kleber | P.J. Washington | Luka Doncic | Josh Green,0.9,-1.3,-0.4,205,205
Dallas Mavericks,2024,Dallas Mavericks,Derrick Jones Jr. | Luka Doncic | Grant Williams | Josh Green | Dereck Lively II,1.8,0.3,2.1,189,189
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Dante Exum | Maxi Kleber | P.J. Washington | Luka Doncic,3.2,1.3,4.5,183,183
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Tim Hardaway Jr. | P.J. Washington | Luka Doncic | Dereck Lively II,1.2,-0.9,0.4,181,181
Dallas Mavericks,2024,Dallas Mavericks,Tim Hardaway Jr. | Dante Exum | Derrick Jones Jr. | Luka Doncic | Dereck Lively II,-0.3,1.9,1.6,166,166
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Tim Hardaway Jr. | Dwight Powell | Derrick Jones Jr. | Josh Green,2.1,-0.9,1.2,162,162
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Dante Exum | P.J. Washington | Luka Doncic | Daniel Gafford,-0.8,-1.3,-2.2,152,152
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Tim Hardaway Jr. | P.J. Washington | Luka Doncic | Daniel Gafford,-0.4,0.2,-0.2,152,152
Dallas Mavericks,2024,Dallas Mavericks,Tim Hardaway Jr. | Derrick Jones Jr. | Luka Doncic | Grant Williams | Dereck Lively II,0.3,-1.2,-0.9,147,147
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Tim Hardaway Jr. | Maxi Kleber | Luka Doncic | Josh Green,4.5,-1,3.4,146,220
Dallas Mavericks,2024,Dallas Mavericks,Tim Hardaway Jr. | Dante Exum | Derrick Jones Jr. | Luka Doncic | Grant Williams,0.2,0.2,0.4,144,144
Dallas Mavericks,2024,Dallas Mavericks,Tim Hardaway Jr. | Dante Exum | Maxi Kleber | Luka Doncic | Dereck Lively II,2.1,0.9,3,139,139
Dallas Mavericks,2024,Dallas Mavericks,Tim Hardaway Jr. | Dwight Powell | Luka Doncic | Grant Williams | Josh Green,-1.1,-0.6,-1.7,138,138
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Tim Hardaway Jr. | Luka Doncic | Grant Williams | Dereck Lively II,1.7,0,1.7,136,136
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Dante Exum | P.J. Washington | Luka Doncic | Dereck Lively II,-2.7,0.4,-2.3,132,132
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Derrick Jones Jr. | Maxi Kleber | Luka Doncic | Dereck Lively II,-0.8,0.8,0,129,129
Dallas Mavericks,2024,Dallas Mavericks,Tim Hardaway Jr. | Dwight Powell | Derrick Jones Jr. | Luka Doncic | Grant Williams,-3.6,-1.9,-5.5,127,127
Dallas Mavericks,2024,Dallas Mavericks,Kyrie Irving | Tim Hardaway Jr. | Derrick Jones Jr. | Luka Doncic | Dereck Lively II,0.6,-2,-1.3,127,127
